name,alignment,corps,commander,symbol,id,parentId,size
Grenadier,bluefor,Reconnaissance,PTE Philip Schmidt,/assets/nato_icons/bluefor/unit_reconnaissance.svg,12b7a82f-45ed-49a6-97f7-c240a07b5b73,2387d7d7-aef4-4f6a-a14e-2802665f0bb4,,
Grenadier,bluefor,Reconnaissance,PTE Jose Pratt,/assets/nato_icons/bluefor/unit_reconnaissance.svg,36942fc5-107c-4094-92f4-f991a61fcdf9,2387d7d7-aef4-4f6a-a14e-2802665f0bb4,,
Rifleman,bluefor,Reconnaissance,PTE Jesse Mendoza,/assets/nato_icons/bluefor/unit_reconnaissance.svg,7267cf97-2c5e-4c54-82a5-4413ccf0ab4f,2387d7d7-aef4-4f6a-a14e-2802665f0bb4,,
Rifleman,bluefor,Reconnaissance,PTE Glenn Robinson,/assets/nato_icons/bluefor/unit_reconnaissance.svg,95a8bf6b-a564-45af-94a8-d6896d006b16,2387d7d7-aef4-4f6a-a14e-2802665f0bb4,,
Section Commander,bluefor,Reconnaissance,CPL Danny Griffith,/assets/nato_icons/bluefor/unit_reconnaissance.svg,ec10a27b-6432-4473-b5b5-98aeac163dd0,2387d7d7-aef4-4f6a-a14e-2802665f0bb4,,
1-2,bluefor,Reconnaissance,CPL Danny Griffith,/assets/nato_icons/bluefor/unit_reconnaissance.svg,2387d7d7-aef4-4f6a-a14e-2802665f0bb4,90e60448-0860-4fb2-9283-1c22e3addbba,/assets/nato_icons/size/bluefor_020.svg,
Gunner,bluefor,Reconnaissance,PTE Victor Watkins,/assets/nato_icons/bluefor/unit_reconnaissance.svg,cf5d5d5d-c316-4856-85c1-d0c3d1783389,030c78c4-38f2-4093-a91d-be7f70904f0e,,
Gunner,bluefor,Reconnaissance,PTE Larry Gordon,/assets/nato_icons/bluefor/unit_reconnaissance.svg,c624e35a-cced-4be4-bd03-a0acbc375587,030c78c4-38f2-4093-a91d-be7f70904f0e,,
Grenadier,bluefor,Reconnaissance,PTE Derrick Barnett,/assets/nato_icons/bluefor/unit_reconnaissance.svg,e7b407b0-cd46-4307-b051-4cb9933050be,030c78c4-38f2-4093-a91d-be7f70904f0e,,
Grenadier,bluefor,Reconnaissance,PTE Dale Tyler,/assets/nato_icons/bluefor/unit_reconnaissance.svg,85af5dd7-5889-4c3c-80cb-2304d7e7e0a0,030c78c4-38f2-4093-a91d-be7f70904f0e,,
Rifleman,bluefor,Reconnaissance,PTE Troy Higgins,/assets/nato_icons/bluefor/unit_reconnaissance.svg,0a95b7fa-5cd5-4edd-9197-d76957b5cad2,030c78c4-38f2-4093-a91d-be7f70904f0e,,
Rifleman,bluefor,Reconnaissance,PTE David Caldwell,/assets/nato_icons/bluefor/unit_reconnaissance.svg,9d1b970e-fe82-4984-a9a1-44bbde7ca196,030c78c4-38f2-4093-a91d-be7f70904f0e,,
Section Commander,bluefor,Reconnaissance,CPL Harry Price,/assets/nato_icons/bluefor/unit_reconnaissance.svg,0b7ff68c-49d7-49bc-b784-3253f3c2366b,030c78c4-38f2-4093-a91d-be7f70904f0e,,
1-3,bluefor,Reconnaissance,CPL Harry Price,/assets/nato_icons/bluefor/unit_reconnaissance.svg,030c78c4-38f2-4093-a91d-be7f70904f0e,90e60448-0860-4fb2-9283-1c22e3addbba,/assets/nato_icons/size/bluefor_020.svg,
2nd Platoon,bluefor,Reconnaissance,LT Jacob Curtis,/assets/nato_icons/bluefor/unit_reconnaissance.svg,90e60448-0860-4fb2-9283-1c22e3addbba,eb41e707-a6bf-4fa0-8489-a37ab92fcdfd,/assets/nato_icons/size/bluefor_030.svg,
Gunner,bluefor,Reconnaissance,PTE Marc Mendoza,/assets/nato_icons/bluefor/unit_reconnaissance.svg,e2a89516-f369-4993-8c33-b5c5eb48c64f,4b2fe2bf-e97e-489f-8224-0a64f9964582,,
Gunner,bluefor,Reconnaissance,PTE Nathan Carpenter,/assets/nato_icons/bluefor/unit_reconnaissance.svg,8bb880ff-e846-4a9d-b7d5-e894678246ed,4b2fe2bf-e97e-489f-8224-0a64f9964582,,
Grenadier,bluefor,Reconnaissance,PTE Harry Bowman,/assets/nato_icons/bluefor/unit_reconnaissance.svg,ee17db53-4c8f-44cb-ad43-6863c4a277ee,4b2fe2bf-e97e-489f-8224-0a64f9964582,,
Grenadier,bluefor,Reconnaissance,PTE Joel Black,/assets/nato_icons/bluefor/unit_reconnaissance.svg,db7c5f34-affd-4a96-b6e3-3c109563e33e,4b2fe2bf-e97e-489f-8224-0a64f9964582,,
Rifleman,bluefor,Reconnaissance,PTE Roy Francis,/assets/nato_icons/bluefor/unit_reconnaissance.svg,9a514b57-06fd-4b6b-9b1a-2a41ef34abb6,4b2fe2bf-e97e-489f-8224-0a64f9964582,,
Rifleman,bluefor,Reconnaissance,PTE Jayden Pena,/assets/nato_icons/bluefor/unit_reconnaissance.svg,3427bafe-48ad-4198-839c-b1680621f6aa,4b2fe2bf-e97e-489f-8224-0a64f9964582,,
Section Commander,bluefor,Reconnaissance,CPL Rodney Curtis,/assets/nato_icons/bluefor/unit_reconnaissance.svg,ee832a18-701e-4825-a19d-2dacbb4a1fc5,4b2fe2bf-e97e-489f-8224-0a64f9964582,,
1-1,bluefor,Reconnaissance,CPL Rodney Curtis,/assets/nato_icons/bluefor/unit_reconnaissance.svg,4b2fe2bf-e97e-489f-8224-0a64f9964582,2f8646cd-4223-4bad-b350-aec32ca4dc70,/assets/nato_icons/size/bluefor_020.svg,
Gunner,bluefor,Reconnaissance,PTE Raymond Floyd,/assets/nato_icons/bluefor/unit_reconnaissance.svg,9a2afcc3-7595-4dd0-ae83-dfa69c7bcdfc,0fa96fa4-c9bb-46c6-8e9d-dfd2c64e5cb3,,
Gunner,bluefor,Reconnaissance,PTE Harvey Matthews,/assets/nato_icons/bluefor/unit_reconnaissance.svg,b0bc6157-7b38-42cf-9c72-d98771187078,0fa96fa4-c9bb-46c6-8e9d-dfd2c64e5cb3,,
Grenadier,bluefor,Reconnaissance,PTE Vincent Hampton,/assets/nato_icons/bluefor/unit_reconnaissance.svg,c85143b3-835a-494f-a508-1fcd11978a3c,0fa96fa4-c9bb-46c6-8e9d-dfd2c64e5cb3,,
Grenadier,bluefor,Reconnaissance,PTE Matthew Brock,/assets/nato_icons/bluefor/unit_reconnaissance.svg,f6325f35-fb82-4ce1-89c2-722f25dc6381,0fa96fa4-c9bb-46c6-8e9d-dfd2c64e5cb3,,
Rifleman,bluefor,Reconnaissance,PTE Juan Alvarez,/assets/nato_icons/bluefor/unit_reconnaissance.svg,196afdd9-a593-41fa-a649-5eb3eb062247,0fa96fa4-c9bb-46c6-8e9d-dfd2c64e5cb3,,
Rifleman,bluefor,Reconnaissance,PTE Dennis Thomas,/assets/nato_icons/bluefor/unit_reconnaissance.svg,97ac90f4-c77e-4a71-b2c2-ed0c08c3d332,0fa96fa4-c9bb-46c6-8e9d-dfd2c64e5cb3,,
Section Commander,bluefor,Reconnaissance,CPL Andre Howell,/assets/nato_icons/bluefor/unit_reconnaissance.svg,bc7a8ffb-2bc1-4b84-b2cc-44f0f87f29e2,0fa96fa4-c9bb-46c6-8e9d-dfd2c64e5cb3,,
1-2,bluefor,Reconnaissance,CPL Andre Howell,/assets/nato_icons/bluefor/unit_reconnaissance.svg,0fa96fa4-c9bb-46c6-8e9d-dfd2c64e5cb3,2f8646cd-4223-4bad-b350-aec32ca4dc70,/assets/nato_icons/size/bluefor_020.svg,
Gunner,bluefor,Reconnaissance,PTE Randall Cook,/assets/nato_icons/bluefor/unit_reconnaissance.svg,d1fff8e8-7505-430c-bb4a-b11757e83d97,90a29982-18c3-4f06-9896-0ed1cca00bb5,,
Gunner,bluefor,Reconnaissance,PTE Chris Williams,/assets/nato_icons/bluefor/unit_reconnaissance.svg,8eaccd01-e57c-4267-95b0-2eb3e6b0cfd9,90a29982-18c3-4f06-9896-0ed1cca00bb5,,
Grenadier,bluefor,Reconnaissance,PTE William Nunez,/assets/nato_icons/bluefor/unit_reconnaissance.svg,32bf7f36-5953-424e-9971-70a993df7910,90a29982-18c3-4f06-9896-0ed1cca00bb5,,
Grenadier,bluefor,Reconnaissance,PTE Carlos Lopez,/assets/nato_icons/bluefor/unit_reconnaissance.svg,19d7a456-952e-42fe-938e-6a21798faf08,90a29982-18c3-4f06-9896-0ed1cca00bb5,,
Rifleman,bluefor,Reconnaissance,PTE Willie Vega,/assets/nato_icons/bluefor/unit_reconnaissance.svg,55130491-8833-4a53-9570-149d91818cd3,90a29982-18c3-4f06-9896-0ed1cca00bb5,,
Rifleman,bluefor,Reconnaissance,PTE Leonard Morton,/assets/nato_icons/bluefor/unit_reconnaissance.svg,92ab9639-db05-451f-9f39-77c81702a933,90a29982-18c3-4f06-9896-0ed1cca00bb5,,
Section Commander,bluefor,Reconnaissance,CPL Mason Payne,/assets/nato_icons/bluefor/unit_reconnaissance.svg,b438a1c9-8124-4bae-aa10-fbaf64d9b02c,90a29982-18c3-4f06-9896-0ed1cca00bb5,,
1-3,bluefor,Reconnaissance,CPL Mason Payne,/assets/nato_icons/bluefor/unit_reconnaissance.svg,90a29982-18c3-4f06-9896-0ed1cca00bb5,2f8646cd-4223-4bad-b350-aec32ca4dc70,/assets/nato_icons/size/bluefor_020.svg,
3rd Platoon,bluefor,Reconnaissance,LT Jonathan Lane,/assets/nato_icons/bluefor/unit_reconnaissance.svg,2f8646cd-4223-4bad-b350-aec32ca4dc70,eb41e707-a6bf-4fa0-8489-a37ab92fcdfd,/assets/nato_icons/size/bluefor_030.svg,
Gunner,bluefor,Reconnaissance,PTE Dale Medina,/assets/nato_icons/bluefor/unit_reconnaissance.svg,c4d1cecd-7459-4c3c-befd-6b50f2363edc,5793ea43-5a0a-4174-bbc4-87ff0498fc0f,,
Gunner,bluefor,Reconnaissance,PTE Louis McKinney,/assets/nato_icons/bluefor/unit_reconnaissance.svg,e697af69-99e6-40f6-baba-f2f333db3172,5793ea43-5a0a-4174-bbc4-87ff0498fc0f,,
Grenadier,bluefor,Reconnaissance,PTE Eddie Wilkerson,/assets/nato_icons/bluefor/unit_reconnaissance.svg,61e79a5c-a576-4482-86f4-d629183c0806,5793ea43-5a0a-4174-bbc4-87ff0498fc0f,,
Grenadier,bluefor,Reconnaissance,PTE Chad Abbott,/assets/nato_icons/bluefor/unit_reconnaissance.svg,fb2fea15-1cfb-43ad-8bae-6e82c61f311a,5793ea43-5a0a-4174-bbc4-87ff0498fc0f,,
Rifleman,bluefor,Reconnaissance,PTE Frederick Horton,/assets/nato_icons/bluefor/unit_reconnaissance.svg,938fea27-e3d0-4303-9216-0a14b3cd8cd3,5793ea43-5a0a-4174-bbc4-87ff0498fc0f,,
Rifleman,bluefor,Reconnaissance,PTE Jacob Frazier,/assets/nato_icons/bluefor/unit_reconnaissance.svg,34b9d593-bfc3-46fa-9d8a-105c35ba1773,5793ea43-5a0a-4174-bbc4-87ff0498fc0f,,
Section Commander,bluefor,Reconnaissance,CPL Herman Payne,/assets/nato_icons/bluefor/unit_reconnaissance.svg,e6382c7c-c8c7-4386-b7b7-0d5089367dc5,5793ea43-5a0a-4174-bbc4-87ff0498fc0f,,
1-1,bluefor,Reconnaissance,CPL Herman Payne,/assets/nato_icons/bluefor/unit_reconnaissance.svg,5793ea43-5a0a-4174-bbc4-87ff0498fc0f,64c4a113-bfef-4ee3-9f5d-522fcb1572b4,/assets/nato_icons/size/bluefor_020.svg,
Gunner,bluefor,Reconnaissance,PTE Timothy Alvarado,/assets/nato_icons/bluefor/unit_reconnaissance.svg,79f32d18-be5a-4f0c-a0a7-06e8774b5463,d484d235-440b-4dd5-a735-55fab9b480de,,
Gunner,bluefor,Reconnaissance,PTE Ethan Ferguson,/assets/nato_icons/bluefor/unit_reconnaissance.svg,1e4ecd66-0735-4a3e-a929-116b72622bbb,d484d235-440b-4dd5-a735-55fab9b480de,,
Grenadier,bluefor,Reconnaissance,PTE Steve Gonzales,/assets/nato_icons/bluefor/unit_reconnaissance.svg,169d21f7-6792-4f94-82e6-19e4e0918cf6,d484d235-440b-4dd5-a735-55fab9b480de,,
Grenadier,bluefor,Reconnaissance,PTE Steven Paul,/assets/nato_icons/bluefor/unit_reconnaissance.svg,45bb8f95-d22f-4628-971e-d34b70fd3f3e,d484d235-440b-4dd5-a735-55fab9b480de,,
Rifleman,bluefor,Reconnaissance,PTE Antonio Steele,/assets/nato_icons/bluefor/unit_reconnaissance.svg,8db1a205-638e-451f-ab56-198c010df303,d484d235-440b-4dd5-a735-55fab9b480de,,
Rifleman,bluefor,Reconnaissance,PTE Daniel Maxwell,/assets/nato_icons/bluefor/unit_reconnaissance.svg,8832a9ce-0334-4415-bea1-9ede6a0dd57c,d484d235-440b-4dd5-a735-55fab9b480de,,
Section Commander,bluefor,Reconnaissance,CPL Thomas Drake,/assets/nato_icons/bluefor/unit_reconnaissance.svg,d4689699-4e9d-405c-9f0e-21737d0160a6,d484d235-440b-4dd5-a735-55fab9b480de,,
1-2,bluefor,Reconnaissance,CPL Thomas Drake,/assets/nato_icons/bluefor/unit_reconnaissance.svg,d484d235-440b-4dd5-a735-55fab9b480de,64c4a113-bfef-4ee3-9f5d-522fcb1572b4,/assets/nato_icons/size/bluefor_020.svg,
Gunner,bluefor,Reconnaissance,PTE Blake Jimenez,/assets/nato_icons/bluefor/unit_reconnaissance.svg,95cb842a-5974-4be7-90a9-69da33b18e5c,33dcab95-e47e-462c-82a0-5263733d0815,,
Gunner,bluefor,Reconnaissance,PTE Zachary Craig,/assets/nato_icons/bluefor/unit_reconnaissance.svg,0541c880-1773-445e-aa22-0628fa4c6e58,33dcab95-e47e-462c-82a0-5263733d0815,,
Grenadier,bluefor,Reconnaissance,PTE Ethan Jordan,/assets/nato_icons/bluefor/unit_reconnaissance.svg,7050513c-0199-4827-96f9-94880c1b85ab,33dcab95-e47e-462c-82a0-5263733d0815,,
Grenadier,bluefor,Reconnaissance,PTE Robert Guerrero,/assets/nato_icons/bluefor/unit_reconnaissance.svg,43a49673-af1b-4bb3-b4fe-79d5f4671603,33dcab95-e47e-462c-82a0-5263733d0815,,
Rifleman,bluefor,Reconnaissance,PTE Chase Craig,/assets/nato_icons/bluefor/unit_reconnaissance.svg,9726319d-774d-4827-bffd-22641fa695bc,33dcab95-e47e-462c-82a0-5263733d0815,,
Rifleman,bluefor,Reconnaissance,PTE Antonio Higgins,/assets/nato_icons/bluefor/unit_reconnaissance.svg,d10f66c4-c390-4915-8d99-0e90eeaec876,33dcab95-e47e-462c-82a0-5263733d0815,,
Section Commander,bluefor,Reconnaissance,CPL Ronnie Scott,/assets/nato_icons/bluefor/unit_reconnaissance.svg,ef2fbfab-473e-43dc-a223-e44e6ddc046b,33dcab95-e47e-462c-82a0-5263733d0815,,
1-3,bluefor,Reconnaissance,CPL Ronnie Scott,/assets/nato_icons/bluefor/unit_reconnaissance.svg,33dcab95-e47e-462c-82a0-5263733d0815,64c4a113-bfef-4ee3-9f5d-522fcb1572b4,/assets/nato_icons/size/bluefor_020.svg,
Turkey Company Headquarters,bluefor,Reconnaissance,LT Shane Leonard,/assets/nato_icons/bluefor/unit_headquarters_unit.svg,64c4a113-bfef-4ee3-9f5d-522fcb1572b4,eb41e707-a6bf-4fa0-8489-a37ab92fcdfd,/assets/nato_icons/size/bluefor_030.svg,
Turkey Company,bluefor,Reconnaissance,MAJ Duane Mann,/assets/nato_icons/bluefor/unit_reconnaissance.svg,eb41e707-a6bf-4fa0-8489-a37ab92fcdfd,160aaef9-79a3-4b97-900e-76a52ffbd919,/assets/nato_icons/size/bluefor_050.svg,
Gunner,bluefor,Reconnaissance,PTE Glenn Lee,/assets/nato_icons/bluefor/unit_reconnaissance.svg,06fdba6b-074d-4a4e-bc33-0dab4f4e7f7a,316c2606-b20d-4899-a488-ff6236174657,,
Gunner,bluefor,Reconnaissance,PTE Julian Reeves,/assets/nato_icons/bluefor/unit_reconnaissance.svg,4ace6db6-2761-4b67-95f6-8689f295aaf2,316c2606-b20d-4899-a488-ff6236174657,,
Grenadier,bluefor,Reconnaissance,PTE Clarence Snyder,/assets/nato_icons/bluefor/unit_reconnaissance.svg,a3e20e89-57bf-4b6a-8d8a-b95cda3698aa,316c2606-b20d-4899-a488-ff6236174657,,
Grenadier,bluefor,Reconnaissance,PTE Theodore Manning,/assets/nato_icons/bluefor/unit_reconnaissance.svg,952242e9-7877-4c3c-b04d-b9a0e02b7147,316c2606-b20d-4899-a488-ff6236174657,,
Rifleman,bluefor,Reconnaissance,PTE Herman Greene,/assets/nato_icons/bluefor/unit_reconnaissance.svg,48e167c0-2880-48b6-9396-1187b269048e,316c2606-b20d-4899-a488-ff6236174657,,
Rifleman,bluefor,Reconnaissance,PTE Kevin Sims,/assets/nato_icons/bluefor/unit_reconnaissance.svg,91b68a56-cb03-4b56-8f05-d28e941572d6,316c2606-b20d-4899-a488-ff6236174657,,
Section Commander,bluefor,Reconnaissance,CPL Clyde Bridges,/assets/nato_icons/bluefor/unit_reconnaissance.svg,9bcba412-4d00-4c57-89b0-d1c039d7e851,316c2606-b20d-4899-a488-ff6236174657,,
1-1,bluefor,Reconnaissance,CPL Clyde Bridges,/assets/nato_icons/bluefor/unit_reconnaissance.svg,316c2606-b20d-4899-a488-ff6236174657,2ebd7611-4cb3-43ff-9c24-af4b813623a5,/assets/nato_icons/size/bluefor_020.svg,
Gunner,bluefor,Reconnaissance,PTE Melvin Robertson,/assets/nato_icons/bluefor/unit_reconnaissance.svg,250cebd5-23bd-4e8b-bf0f-a5af6ec4b0f9,4e0369f6-0e38-49a6-842c-9a2d8c79876b,,
Gunner,bluefor,Reconnaissance,PTE Larry Sparks,/assets/nato_icons/bluefor/unit_reconnaissance.svg,9ff88f97-fac6-495f-a4be-02300ef9ebd7,4e0369f6-0e38-49a6-842c-9a2d8c79876b,,
Grenadier,bluefor,Reconnaissance,PTE Ernest Jackson,/assets/nato_icons/bluefor/unit_reconnaissance.svg,fb01f102-0191-42b4-af7a-ac14271213e0,4e0369f6-0e38-49a6-842c-9a2d8c79876b,,
Grenadier,bluefor,Reconnaissance,PTE Carlos French,/assets/nato_icons/bluefor/unit_reconnaissance.svg,6f8c2746-86d1-4754-9d3c-5f674be41381,4e0369f6-0e38-49a6-842c-9a2d8c79876b,,
Rifleman,bluefor,Reconnaissance,PTE Daniel Long,/assets/nato_icons/bluefor/unit_reconnaissance.svg,f12b93fe-c5d9-4a35-b366-ae05087be4bb,4e0369f6-0e38-49a6-842c-9a2d8c79876b,,
Rifleman,bluefor,Reconnaissance,PTE Randall Christensen,/assets/nato_icons/bluefor/unit_reconnaissance.svg,9e286e47-2e5c-43c5-9dd5-1daacb276c1c,4e0369f6-0e38-49a6-842c-9a2d8c79876b,,
Section Commander,bluefor,Reconnaissance,CPL Adrian Haynes,/assets/nato_icons/bluefor/unit_reconnaissance.svg,a1fa943e-596a-4ca6-8530-1a51c255ed8c,4e0369f6-0e38-49a6-842c-9a2d8c79876b,,
1-2,bluefor,Reconnaissance,CPL Adrian Haynes,/assets/nato_icons/bluefor/unit_reconnaissance.svg,4e0369f6-0e38-49a6-842c-9a2d8c79876b,2ebd7611-4cb3-43ff-9c24-af4b813623a5,/assets/nato_icons/size/bluefor_020.svg,
Gunner,bluefor,Reconnaissance,PTE Harold Reynolds,/assets/nato_icons/bluefor/unit_reconnaissance.svg,f568cbf1-f055-4f55-a089-3dd81f5efda5,d9bf8bca-2fa2-4feb-9b38-b446044c6a4d,,
Gunner,bluefor,Reconnaissance,PTE Alejandro Stanley,/assets/nato_icons/bluefor/unit_reconnaissance.svg,e2aa15c9-664f-42a4-aba3-45f0ff48862e,d9bf8bca-2fa2-4feb-9b38-b446044c6a4d,,
Grenadier,bluefor,Reconnaissance,PTE Rodney Delgado,/assets/nato_icons/bluefor/unit_reconnaissance.svg,9b814daa-08ee-40d3-ae43-199cb860d4f7,d9bf8bca-2fa2-4feb-9b38-b446044c6a4d,,
Grenadier,bluefor,Reconnaissance,PTE Ernest Ward,/assets/nato_icons/bluefor/unit_reconnaissance.svg,cfa1736f-ae31-405c-99a4-f0d66db99e5f,d9bf8bca-2fa2-4feb-9b38-b446044c6a4d,,
Rifleman,bluefor,Reconnaissance,PTE Floyd Richardson,/assets/nato_icons/bluefor/unit_reconnaissance.svg,e16867db-5f30-4be4-81ec-0f3e7c5cd7dc,d9bf8bca-2fa2-4feb-9b38-b446044c6a4d,,
Rifleman,bluefor,Reconnaissance,PTE Chris Klein,/assets/nato_icons/bluefor/unit_reconnaissance.svg,50a551b4-fbb2-4ad5-9ba1-94281ff6ca61,d9bf8bca-2fa2-4feb-9b38-b446044c6a4d,,
Section Commander,bluefor,Reconnaissance,CPL Alan Ford,/assets/nato_icons/bluefor/unit_reconnaissance.svg,05c3750c-a8fc-4750-9072-485e166b8cbc,d9bf8bca-2fa2-4feb-9b38-b446044c6a4d,,
1-3,bluefor,Reconnaissance,CPL Alan Ford,/assets/nato_icons/bluefor/unit_reconnaissance.svg,d9bf8bca-2fa2-4feb-9b38-b446044c6a4d,2ebd7611-4cb3-43ff-9c24-af4b813623a5,/assets/nato_icons/size/bluefor_020.svg,
Recon Platoon,bluefor,Reconnaissance,LT Derrick Park,/assets/nato_icons/bluefor/unit_reconnaissance.svg,2ebd7611-4cb3-43ff-9c24-af4b813623a5,32a2d28e-64ae-4e44-9f77-6b468630e63e,/assets/nato_icons/size/bluefor_030.svg,
Gunner,bluefor,Reconnaissance,PTE Justin Castillo,/assets/nato_icons/bluefor/unit_reconnaissance.svg,34257c45-7628-476d-b620-1eac84c5b1ef,fd7def05-e137-47a8-9018-6164c8b19dc8,,
Gunner,bluefor,Reconnaissance,PTE Joshua Larson,/assets/nato_icons/bluefor/unit_reconnaissance.svg,ee76c4a4-ccdd-4d69-8180-812429510706,fd7def05-e137-47a8-9018-6164c8b19dc8,,
Grenadier,bluefor,Reconnaissance,PTE Carlos McCarthy,/assets/nato_icons/bluefor/unit_reconnaissance.svg,c792c7e2-53a0-4148-b036-f8ccadea339d,fd7def05-e137-47a8-9018-6164c8b19dc8,,
Grenadier,bluefor,Reconnaissance,PTE Jeffery Lawrence,/assets/nato_icons/bluefor/unit_reconnaissance.svg,a1e90751-51cc-48f5-8868-46bde4cafa4d,fd7def05-e137-47a8-9018-6164c8b19dc8,,
Rifleman,bluefor,Reconnaissance,PTE Allen Hubbard,/assets/nato_icons/bluefor/unit_reconnaissance.svg,f0eb89db-7f2d-473c-90ba-95d6d3aa23c5,fd7def05-e137-47a8-9018-6164c8b19dc8,,
Rifleman,bluefor,Reconnaissance,PTE Brian Norman,/assets/nato_icons/bluefor/unit_reconnaissance.svg,8936acd4-d2d0-424e-81ed-2a7a329cc2ca,fd7def05-e137-47a8-9018-6164c8b19dc8,,
Section Commander,bluefor,Reconnaissance,CPL Raymond Bennett,/assets/nato_icons/bluefor/unit_reconnaissance.svg,8d634aad-f8d5-42c3-bce3-2d236405f56e,fd7def05-e137-47a8-9018-6164c8b19dc8,,
1-1,bluefor,Reconnaissance,CPL Raymond Bennett,/assets/nato_icons/bluefor/unit_reconnaissance.svg,fd7def05-e137-47a8-9018-6164c8b19dc8,f63fda1e-0b0a-4824-a7ec-4de3608e765d,/assets/nato_icons/size/bluefor_020.svg,
Gunner,bluefor,Reconnaissance,PTE Manuel Underwood,/assets/nato_icons/bluefor/unit_reconnaissance.svg,38e086c9-6eed-4c6f-b60f-9e040a4092c1,9271fb10-b423-49f1-8200-be258df5ab1e,,
Gunner,bluefor,Reconnaissance,PTE Alejandro Baldwin,/assets/nato_icons/bluefor/unit_reconnaissance.svg,7f748aa2-97ea-44da-ac9e-56c4155103da,9271fb10-b423-49f1-8200-be258df5ab1e,,
Grenadier,bluefor,Reconnaissance,PTE Floyd Robinson,/assets/nato_icons/bluefor/unit_reconnaissance.svg,99de1689-df02-4837-aab2-3b274a84577b,9271fb10-b423-49f1-8200-be258df5ab1e,,
Grenadier,bluefor,Reconnaissance,PTE Alex Quinn,/assets/nato_icons/bluefor/unit_reconnaissance.svg,668423b5-ad78-4bca-aa2b-98900657567b,9271fb10-b423-49f1-8200-be258df5ab1e,,
Rifleman,bluefor,Reconnaissance,PTE Aiden Reid,/assets/nato_icons/bluefor/unit_reconnaissance.svg,b5f3709b-a1f6-4d0f-9cdd-f6888e05e545,9271fb10-b423-49f1-8200-be258df5ab1e,,
Rifleman,bluefor,Reconnaissance,PTE Jose McGuire,/assets/nato_icons/bluefor/unit_reconnaissance.svg,2f20ca82-93da-43ef-8e54-c137d674e592,9271fb10-b423-49f1-8200-be258df5ab1e,,
Section Commander,bluefor,Reconnaissance,CPL Harvey Wolfe,/assets/nato_icons/bluefor/unit_reconnaissance.svg,7090a55e-68f2-4705-ad95-282102d508df,9271fb10-b423-49f1-8200-be258df5ab1e,,
1-2,bluefor,Reconnaissance,CPL Harvey Wolfe,/assets/nato_icons/bluefor/unit_reconnaissance.svg,9271fb10-b423-49f1-8200-be258df5ab1e,f63fda1e-0b0a-4824-a7ec-4de3608e765d,/assets/nato_icons/size/bluefor_020.svg,
Gunner,bluefor,Reconnaissance,PTE Marc Martin,/assets/nato_icons/bluefor/unit_reconnaissance.svg,6fc391ef-5a48-4f80-8ada-1fc82cec42c9,e9c50ab9-576c-4ff9-ad23-4a67e4f19b84,,
Gunner,bluefor,Reconnaissance,PTE Micheal Lindsey,/assets/nato_icons/bluefor/unit_reconnaissance.svg,edde034c-e78a-4a55-8001-ef8cb8fc27c1,e9c50ab9-576c-4ff9-ad23-4a67e4f19b84,,
Grenadier,bluefor,Reconnaissance,PTE Nicholas Hall,/assets/nato_icons/bluefor/unit_reconnaissance.svg,a290eb5b-8287-4553-89da-21751b4518b4,e9c50ab9-576c-4ff9-ad23-4a67e4f19b84,,
Grenadier,bluefor,Reconnaissance,PTE Jon Neal,/assets/nato_icons/bluefor/unit_reconnaissance.svg,821c3ba8-834c-4b76-8165-2f1a429484f5,e9c50ab9-576c-4ff9-ad23-4a67e4f19b84,,
Rifleman,bluefor,Reconnaissance,PTE Owen Collins,/assets/nato_icons/bluefor/unit_reconnaissance.svg,808dd99e-f5f9-424f-9372-a5a7f4818ece,e9c50ab9-576c-4ff9-ad23-4a67e4f19b84,,
Rifleman,bluefor,Reconnaissance,PTE Albert Valdez,/assets/nato_icons/bluefor/unit_reconnaissance.svg,2c375c36-344c-44a7-a35a-a23d9f75c39b,e9c50ab9-576c-4ff9-ad23-4a67e4f19b84,,
Section Commander,bluefor,Reconnaissance,CPL Scott Higgins,/assets/nato_icons/bluefor/unit_reconnaissance.svg,0a919bbc-7be4-4457-9ca2-507cedd37742,e9c50ab9-576c-4ff9-ad23-4a67e4f19b84,,
1-3,bluefor,Reconnaissance,CPL Scott Higgins,/assets/nato_icons/bluefor/unit_reconnaissance.svg,e9c50ab9-576c-4ff9-ad23-4a67e4f19b84,f63fda1e-0b0a-4824-a7ec-4de3608e765d,/assets/nato_icons/size/bluefor_020.svg,
1st Platoon,bluefor,Reconnaissance,LT James Bishop,/assets/nato_icons/bluefor/unit_reconnaissance.svg,f63fda1e-0b0a-4824-a7ec-4de3608e765d,32a2d28e-64ae-4e44-9f77-6b468630e63e,/assets/nato_icons/size/bluefor_030.svg,
Gunner,bluefor,Reconnaissance,PTE Eddie Stanley,/assets/nato_icons/bluefor/unit_reconnaissance.svg,f3fc929e-d097-474e-a787-2734701ec903,76dbe15d-ddd2-4553-b892-0771ebf7d0e7,,
Gunner,bluefor,Reconnaissance,PTE John West,/assets/nato_icons/bluefor/unit_reconnaissance.svg,da077e61-a663-419f-b363-f899f6702646,76dbe15d-ddd2-4553-b892-0771ebf7d0e7,,
